10-12-23,113330,7
10-12-23,19040,1
10-12-23,3150,1
10-12-23,12230,0
10-12-23,50060,3
10-12-23,108780,11
10-12-23,5840,0
10-12-23,21980,2
10-12-23,8480,0
10-12-23,47090,3
10-11-23,32740,2
10-11-23,24400,1
10-11-23,13680,0
10-11-23,33780,4
10-11-23,10220,2
10-11-23,29980,2
10-11-23,48450,7
10-11-23,42650,2
10-11-23,47270,3
10-10-23,58940,6
10-10-23,63170,5
10-10-23,106820,9
10-10-23,58770,4
10-10-23,74910,6
10-10-23,77020,5
10-10-23,12780,0
10-10-23,133650,9
10-10-23,49550,7
10-10-23,88930,7
10-09-23,12790,5
10-09-23,50380,5
10-09-23,7840,3
10-09-23,72560,5
10-09-23,137450,10
10-09-23,46140,6
10-09-23,146150,11
10-09-23,77310,8
10-08-23,128390,10
10-08-23,7420,0
10-08-23,22520,2
10-08-23,29370,2
10-08-23,62600,4
10-08-23,20010,2
10-08-23,9420,1
10-08-23,113460,10
10-07-23,11630,3
10-07-23,25550,2
10-07-23,68790,5
10-07-23,18730,7
10-07-23,169080,11
10-07-23,68760,4
10-07-23,6940,0
10-07-23,50690,7
10-07-23,124740,8
10-07-23,40670,6
10-07-23,35970,7
10-07-23,31730,8
10-07-23,101240,11
10-07-23,102960,8
10-07-23,55660,5
10-07-23,9000,1
10-07-23,40000,11
10-07-23,157390,10
10-06-23,12330,4
10-06-23,54540,7
10-06-23,76540,7
10-06-23,10710,0
10-06-23,13630,0
10-06-23,9140,0
10-06-23,43180,9
10-06-23,6870,1
10-06-23,54660,4
10-06-23,3900,0
10-06-23,69280,4
10-06-23,61760,11
10-05-23,25160,8
10-05-23,24060,3
10-05-23,45290,10
10-05-23,51900,8
10-05-23,15950,1
10-05-23,128300,10
10-05-23,76010,5
10-05-23,7700,3
10-05-23,38230,2
10-04-23,64640,7
10-04-23,53810,10
10-04-23,17570,5
10-04-23,47780,4
10-04-23,27890,10
10-04-23,38970,9
10-04-23,32610,8
10-04-23,54980,9
10-04-23,26860,1
10-04-23,55110,4
10-04-23,30140,6
10-03-23,85050,5
10-03-23,67180,7
10-03-23,56060,5
10-03-23,56390,4
10-03-23,58590,8
10-03-23,46280,4
10-03-23,112870,10
10-03-23,81150,5
10-03-23,70090,8
10-03-23,27190,5
10-03-23,69830,10
10-03-23,83430,7
10-03-23,36730,4
10-02-23,23930,1
10-02-23,55970,5
10-02-23,7210,0
10-02-23,110210,10
10-02-23,20930,2
10-02-23,81700,10
10-02-23,49260,4
10-02-23,35380,6
10-01-23,13030,1
10-01-23,45680,5
10-01-23,71870,5
10-01-23,124000,10
10-01-23,60460,6
10-01-23,127400,11
10-01-23,118770,8
10-01-23,69400,6
10-01-23,38260,4
10-01-23,98290,10
10-01-23,28890,6
09-30-23,124900,9
09-30-23,40190,9
09-30-23,105160,7
09-30-23,34210,5
09-30-23,135860,10
09-30-23,3620,0
09-30-23,7690,2
09-30-23,28270,9
09-30-23,71420,4
09-30-23,21400,1
09-30-23,17950,1
09-30-23,88670,7
09-30-23,12450,0
09-30-23,31900,5
09-30-23,51410,11
09-30-23,22990,8
09-29-23,21640,2
09-29-23,112940,11
09-29-23,118470,9
09-29-23,54380,3
09-29-23,11040,0
09-29-23,49880,9
09-29-23,26370,10
09-29-23,110990,8
09-29-23,113780,11
09-29-23,104510,9
09-29-23,6220,1
09-29-23,42970,6
09-29-23,26090,10
09-28-23,174390,11
09-28-23,17030,4
09-28-23,37970,6
09-28-23,52180,4
09-28-23,32220,2
09-28-23,46550,9
09-28-23,66010,4
09-28-23,30930,2
09-27-23,54760,3
09-27-23,92610,6
09-27-23,34110,8
09-27-23,77190,9
09-27-23,34960,2
09-27-23,27800,3
09-27-23,30120,5
09-27-23,55180,4
09-27-23,92220,9
09-27-23,15010,1
09-26-23,50840,5
09-26-23,19920,1
09-26-23,45350,6
09-26-23,36790,7
09-26-23,20640,8
09-26-23,81960,5
09-26-23,91550,6
09-26-23,71580,6
09-26-23,56800,3
09-26-23,68430,5
09-26-23,33680,7
09-25-23,20980,1
09-25-23,95520,10
09-25-23,16570,5
09-25-23,142450,9
09-25-23,21640,2
09-25-23,81400,7
09-25-23,1060,0
09-24-23,64920,4
09-24-23,11360,2
09-24-23,108940,9
09-24-23,149470,10
09-24-23,63450,4
09-24-23,38740,3
09-24-23,31310,5
09-24-23,19080,3
09-24-23,67090,9
09-24-23,39360,3
09-24-23,9580,0
09-24-23,5590,0
09-24-23,48460,3
09-24-23,91770,6
09-24-23,87820,6
09-24-23,59120,6
09-23-23,150430,10
09-23-23,20220,5
09-23-23,59400,5
09-23-23,100770,9
09-23-23,55400,9
09-23-23,31310,10
09-23-23,12360,1
09-23-23,41860,4
09-23-23,27600,8
09-23-23,38040,11
09-23-23,50360,8
09-22-23,55500,6
09-22-23,39580,6
09-22-23,119840,11
09-22-23,59660,5
09-22-23,78500,10
09-22-23,5620,0
09-22-23,31330,5
09-22-23,24760,1
09-22-23,137460,10
09-22-23,24100,4
09-22-23,42130,2
09-21-23,11920,0
09-21-23,83370,7
09-21-23,33450,4
09-21-23,38250,7
09-21-23,99410,6
09-21-23,40040,9
09-21-23,64510,5
09-21-23,63510,7
09-21-23,111120,7
09-20-23,6180,2
09-20-23,50740,6
09-20-23,49990,4
09-20-23,9340,1
09-20-23,116780,8
09-20-23,7740,0
09-20-23,78250,7
09-20-23,42820,3
09-20-23,56960,8
09-20-23,10020,2
09-20-23,107130,11
09-20-23,41270,4
09-20-23,8740,0
09-20-23,92490,10
09-20-23,75100,7
09-19-23,31110,2
09-19-23,62380,7
09-19-23,44400,5
09-19-23,8780,0
